
 mi.net.adj.matrix.wt = 

            v1 v2         v3         v4          v5 v6        v7         v8 v9
v26  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v27  0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
v28  0.00000000 0.00000000 0.000000000 0.6151234 0.00000000 0.00000000   0
v29  0.00000000 0.15707312 1.224703628 0.0000000 0.00000000 0.15707312   0
v30  0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
v31  0.00000000 2.72968514 0.000000000 0.0000000 0.01303201 2.72968514   0
v32  0.00000000 0.00000000 0.000000000 6.0139360 0.94914152 0.00000000   0
v33  0.00000000 0.22616155 0.000000000 0.0000000 0.00000000 0.22616155   0
v34  1.13731629 0.20147294 3.734353870 0.3765858 0.00000000 0.20147294   0
v35  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v36  0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v37  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v38  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v39  2.79661627 0.79971837 0.008096516 0.4322536 2.93383419 0.79971837   0
v40  0.00000000 0.00000000 0.840513086 0.0000000 0.00000000 0.00000000   0
v41  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v42  0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v43  0.38319881 0.00000000 1.383074345 0.0000000 0.38319881 0.00000000   0
v44  0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v45  0.49837372 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v46  0.04014779 0.79595746 0.000000000 0.0000000 0.04014779 0.79595746   0
v47  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v48  1.42049188 0.00000000 0.421476070 0.0000000 0.00000000 0.00000000   0
v49  1.13731629 0.20147294 3.734353870 0.3765858 0.00000000 0.20147294   0
v50  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v51  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v52  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v53  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v54  0.20557602 0.00000000 0.000000000 1.1794687 0.20557602 0.00000000   0
v55  0.00000000 2.72968514 0.000000000 0.0000000 0.01303201 2.72968514   0
v56  0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v57  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v58  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v59  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v60  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v61  0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v62  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v63  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v64  0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v65  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v66  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v67  0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
v68  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v69  2.73012268 0.78128518 0.008096516 0.0000000 0.00000000 0.78128518   0
v70  1.21795707 0.25386298 0.000000000 4.6437944 1.24521542 0.25386298   0
v71  0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
v72  0.04014779 0.79595746 0.000000000 0.0000000 0.04014779 0.79595746   0
v73  0.89252291 0.03197296 0.000000000 0.0000000 0.92937570 0.03197296   0
v74  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v75  0.00000000 0.22616155 0.000000000 0.0000000 0.00000000 0.22616155   0
v76  2.87766732 0.00000000 1.008888394 0.0000000 0.00000000 0.00000000   0
v77  0.04014779 0.79595746 0.000000000 0.0000000 0.04014779 0.79595746   0
v78  0.00000000 1.04614920 0.086616338 0.0000000 0.00000000 1.04614920   0
v79  0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v80  0.00000000 0.15887351 0.000000000 1.7537176 0.00000000 0.15887351   0
v81  0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v82  0.04014779 0.79595746 0.000000000 0.0000000 0.04014779 0.79595746   0
v83  0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v84  0.31502368 0.00000000 0.000000000 0.0000000 0.31529312 0.00000000   0
v85  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v86  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v87  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v88  1.21795707 0.25386298 0.000000000 4.6437944 1.24521542 0.25386298   0
v89  0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
v90  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v91  2.79661627 0.79971837 0.008096516 0.4322536 2.93383419 0.79971837   0
v92  0.49837372 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v93  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v94  0.04014779 0.79595746 0.000000000 0.0000000 0.04014779 0.79595746   0
v95  0.48377242 0.00000000 1.576323162 1.6716026 0.48377242 0.00000000   0
v96  0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v97  2.73012268 0.78128518 0.008096516 0.0000000 0.00000000 0.78128518   0
v98  0.00000000 0.00000000 0.808245732 2.4767339 0.00000000 0.00000000   0
v99  2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v100 2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v101 0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v102 0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v103 2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v104 0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
v105 0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v106 0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
v107 0.04523003 2.84142089 0.000000000 4.3412979 0.04707004 2.84142089   0
v108 0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
v109 2.87766732 0.00000000 1.008888394 0.0000000 0.00000000 0.00000000   0
v110 1.13731629 0.20147294 3.734353870 0.3765858 0.00000000 0.20147294   0
v111 0.20557602 0.00000000 0.000000000 1.1794687 0.20557602 0.00000000   0
v112 0.89252291 0.03197296 0.000000000 0.0000000 0.92937570 0.03197296   0
v113 0.00000000 1.22683089 0.000000000 0.4850313 0.00000000 1.22683089   0
v114 0.00000000 0.88115569 0.000000000 2.6804845 0.00000000 0.88115569   0
v115 2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v116 0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v117 0.89252291 0.03197296 0.000000000 0.0000000 0.92937570 0.03197296   0
v118 0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v119 0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
